"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-660 0.0839528344886378 3 61 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.312285290385676
-175 0.743473672140032 2 31 "GO:0001956" "positive regulation of neurotransmitter secretion" 0.888555263488479
-673 0.158438742481405 4 39 "GO:0001958;GO:0036075" "endochondral ossification" 0.440077028421418
-480 0.0686095252139738 5 129 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.278532891567078
-876 0.0379233318148544 3 50 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.199245508318964
-531 0.145266401209897 3 67 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.419926697334833
2801 0.0127986517372478 2 7 "GO:0001963" "synaptic transmission, dopaminergic" 0.103761042424953
63 0.904304567209266 4 32 "GO:0001964" "startle response" 0.96213205162342
184 0.804845105236806 2 16 "GO:0001967" "suckling behavior" 0.920016564329958
-363 0.52718389380196 3 27 "GO:0001974" "blood vessel remodeling" 0.769478282231836
-478 0.441141803957875 2 23 "GO:0001975" "response to amphetamine" 0.712773654118776
-490 0.484849749963717 2 18 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 0.743971514583155
-729 0.488798347664771 3 8 "GO:0001977" "renal system process involved in regulation of blood volume" 0.746307463497217
-643 0.106588612943515 5 56 "GO:0001990;GO:0003044;GO:0050886;GO:0003081" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.354052805630867
-774 0.212769017259228 3 23 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.508967869053578
-1710 0.10429569944946 4 8 "GO:0001993;GO:0002025" "regulation of systemic arterial blood pressure by norepinephrine-epinephrine" 0.35138104710826
