"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
563 0.0950218478801101 3 82 "GO:0001824" "blastocyst development" 0.341386616501482
-550 0.27153085815153 2 37 "GO:0001825" "blastocyst formation" 0.586305519638304
-608 0.52751398831222 3 10 "GO:0001826" "inner cell mass cell differentiation" 0.786837773497205
547 0.687293093628907 4 5 "GO:0001827" "inner cell mass cell fate commitment" 0.869522708510985
-959 0.169404580166378 3 19 "GO:0001829" "trophectodermal cell differentiation" 0.464928159678166
-1678 0.144268104861772 4 7 "GO:0001831;GO:1901044" "trophectodermal cellular morphogenesis" 0.431727184544351
1176 0.0487046296848275 2 26 "GO:0001832" "blastocyst growth" 0.237877184225982
1412 0.0430626701012555 2 19 "GO:0001833" "inner cell mass cell proliferation" 0.221627683732058
1984 0.110008830431511 4 6 "GO:0001835;GO:0035188" "blastocyst hatching" 0.371504280967499
1319 0.082876785788759 2 16 "GO:0001836" "release of cytochrome c from mitochondria" 0.323246139852354
-1088 0.000480442652651644 2 96 "GO:0001837" "epithelial to mesenchymal transition" 0.0121781768041699
-633 0.006143412656567 2 176 "GO:0001838;GO:0001841" "embryonic epithelial tube formation" 0.0662146308681751
-389 0.671261934420333 2 11 "GO:0001839" "neural plate morphogenesis" 0.862609723877826
-678 0.372637267837247 3 16 "GO:0001840" "neural plate development" 0.669992360879443
362 0.693035292591635 2 11 "GO:0001842" "neural fold formation" 0.872760769121953
-653 0.0197139540208748 4 119 "GO:0001843;GO:0060606;GO:0014020" "primary neural tube formation" 0.140167809932599
-680 0.305595489547373 3 21 "GO:0001845" "phagolysosome assembly" 0.619864960983745
-108 0.870517402593473 2 21 "GO:0001878" "response to yeast" 0.950940272719409
-2018 0.0277295838956831 4 11 "GO:0001881" "receptor recycling" 0.170984119205442
-432 0.272434019763649 5 60 "GO:0001885" "endothelial cell development" 0.587069680357621
443 0.662337347107569 2 9 "GO:0001886" "endothelial cell morphogenesis" 0.858896781597144
1480 0.197907015184411 2 7 "GO:0001887" "selenium compound metabolic process" 0.497757844910687
406 0.0579336947569703 2 206 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.26229181393237
-438 0.0917325364461328 2 139 "GO:0001890" "placenta development" 0.335778564049857
-445 0.181067628640141 2 84 "GO:0001892" "embryonic placenta development" 0.479432990284568
-620 0.197923359507602 3 40 "GO:0001893" "maternal placenta development" 0.497757844910687
-387 0.0584198636202449 4 226 "GO:0001894" "tissue homeostasis" 0.26327939943544
-203 0.553954921309097 2 79 "GO:0001895;GO:0045494" "retina homeostasis" 0.802105367481817
831 0.200438094893955 2 22 "GO:0001906" "cell killing" 0.498800738282861
-46 0.954915117250927 3 14 "GO:0001909" "leukocyte mediated cytotoxicity" 0.982649333589569
-581 0.279874178286206 2 32 "GO:0001910;GO:0001912" "regulation of leukocyte mediated cytotoxicity" 0.593565796097679
-1684 0.215530318184343 5 5 "GO:0001911;GO:0031342" "negative regulation of cell killing" 0.519427256864409
-1003 0.38298175231161 3 7 "GO:0001913" "T cell mediated cytotoxicity" 0.680631415380734
-1620 0.0238822972766179 4 18 "GO:0001919" "regulation of receptor recycling" 0.156248098373083
-1955 0.0420179295410082 5 10 "GO:0001921" "positive regulation of receptor recycling" 0.217658305449504
756 0.510809905606766 3 7 "GO:0001922" "B-1 B cell homeostasis" 0.775836739461536
-1615 0.193138459157878 2 6 "GO:0001928;GO:0106020" "regulation of vesicle docking" 0.49279528299373
-190 0.0551206193717396 2 1048 "GO:0001932" "regulation of protein phosphorylation" 0.254451859852906
146 0.341605818643768 6 405 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.645923943809494
-996 0.220311167803164 2 14 "GO:0001935" "endothelial cell proliferation" 0.525420423622793
-387 0.16401171009487 6 121 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.45830284955734
1021 0.0617463074004757 4 31 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.270292880108704
-1074 0.0342171321898877 3 36 "GO:0001941" "postsynaptic membrane organization" 0.193692008568503
-326 0.295687079762275 2 96 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 0.610312598170412
-364 0.526620096224839 3 28 "GO:0001945" "lymph vessel development" 0.78594709729809
369 0.674065424124725 2 12 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 0.864098433938932
-835 0.00575581118581201 2 102 "GO:0001952" "regulation of cell-matrix adhesion" 0.0638616213401599
-683 0.328071245983619 2 19 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.636779933563241
-987 0.0108087622042738 3 62 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.097904790983062
6 0.990571425375641 2 33 "GO:0001956" "positive regulation of neurotransmitter secretion" 0.99593698393769
-180 0.708170833357632 4 40 "GO:0001958;GO:0036075" "endochondral ossification" 0.881331176852803
-649 0.0132934289254592 5 136 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.110859245382275
-933 0.025828355328785 3 53 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.163511592027145
-924 0.0106677153724579 3 71 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.0970383811114504
1334 0.245581991375458 2 7 "GO:0001963" "synaptic transmission, dopaminergic" 0.554660630904341
-19 0.971303305222334 4 34 "GO:0001964" "startle response" 0.988377997821697
197 0.796069577472491 2 16 "GO:0001967" "suckling behavior" 0.922447654293237
-321 0.576700732015414 3 28 "GO:0001974" "blood vessel remodeling" 0.812652558649714
-538 0.386016251170558 2 24 "GO:0001975" "response to amphetamine" 0.683657061241864
-116 0.858135922799966 2 22 "GO:0001976" "nervous system process involved in regulation of systemic arterial blood pressure" 0.948355560036275
-400 0.71016812533621 3 8 "GO:0001977" "renal system process involved in regulation of blood volume" 0.882484573075884
1535 0.181735198489397 5 7 "GO:0001978;GO:0001982;GO:0001988;GO:0060112;GO:0060409;GO:1905918;GO:1905920;GO:1905921;GO:1905923" "baroreceptor response to decreased systemic arterial blood pressure" 0.479867391097435
261 0.522115193046863 5 56 "GO:0001990;GO:0003044;GO:0050886;GO:0003081" "regulation of systemic arterial blood pressure mediated by a chemical signal" 0.783039125056622
-5 0.993520197372219 3 21 "GO:0001991;GO:0002002;GO:0002003" "regulation of systemic arterial blood pressure by circulatory renin-angiotensin" 0.997096248160883
922 0.362810114964152 4 9 "GO:0001993;GO:0002025" "regulation of systemic arterial blood pressure by norepinephrine-epinephrine" 0.660354872513785
