"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
83 0.907841703214339 3 19 "GO:0001829" "trophectodermal cell differentiation" 0.975931185603875
334 0.77664069314626 4 7 "GO:0001831;GO:1901044" "trophectodermal cellular morphogenesis" 0.92833453701741
976 0.110150527189351 2 26 "GO:0001832" "blastocyst growth" 0.464573686533716
1509 0.0346225440830722 2 19 "GO:0001833" "inner cell mass cell proliferation" 0.30730007509138
61 0.961527809883183 4 6 "GO:0001835;GO:0035188" "blastocyst hatching" 0.99123137737419
1218 0.106717401124678 2 17 "GO:0001836" "release of cytochrome c from mitochondria" 0.46209203232074
-513 0.100688933766925 2 100 "GO:0001837" "epithelial to mesenchymal transition" 0.452184539823822
-127 0.585026520806106 2 181 "GO:0001838;GO:0001841" "embryonic epithelial tube formation" 0.853650313481142
481 0.60858060256097 2 11 "GO:0001839" "neural plate morphogenesis" 0.859927600103726
644 0.407813061734432 3 16 "GO:0001840" "neural plate development" 0.759483328668948
-273 0.771474070777258 2 11 "GO:0001842" "neural fold formation" 0.926734444980704
164 0.561947174671848 2 122 "GO:0001843;GO:0060606;GO:0014020" "primary neural tube formation" 0.842288608625045
-890 0.190109091010977 3 21 "GO:0001845" "phagolysosome assembly" 0.577936677896985
-72 0.916211825507625 2 21 "GO:0001878" "response to yeast" 0.977935201539686
7 0.994236443427364 4 11 "GO:0001881" "receptor recycling" 0.997079841929473
-72 0.855541824996107 5 63 "GO:0001885" "endothelial cell development" 0.960168092779017
-1143 0.245586441256704 2 10 "GO:0001886" "endothelial cell morphogenesis" 0.636189145394572
1486 0.206434025215648 2 7 "GO:0001887" "selenium compound metabolic process" 0.599362451698226
5 0.980012123815029 2 210 "GO:0001889;GO:0061008" "hepaticobiliary system development" 0.99509964245277
-623 0.0173977106962422 2 143 "GO:0001890" "placenta development" 0.234595545488951
-912 0.00649124116491795 2 87 "GO:0001892" "embryonic placenta development" 0.156373270309934
-137 0.777852180052707 3 41 "GO:0001893" "maternal placenta development" 0.928744240226288
-171 0.405361006353495 4 233 "GO:0001894" "tissue homeostasis" 0.759483328668948
406 0.233857646551786 2 84 "GO:0001895;GO:0045494" "retina homeostasis" 0.627402521794057
75 0.910400533789669 2 22 "GO:0001906" "cell killing" 0.976248269796275
-451 0.588105085753884 3 14 "GO:0001909" "leukocyte mediated cytotoxicity" 0.8543193078451
1160 0.0300103362684529 2 34 "GO:0001910;GO:0001912" "regulation of leukocyte mediated cytotoxicity" 0.295416020882031
958 0.450850490296186 5 6 "GO:0001911;GO:0031342;GO:0002716;GO:0045953" "negative regulation of cell killing" 0.78525341687627
-1877 0.110641615892037 3 7 "GO:0001913" "T cell mediated cytotoxicity" 0.464573686533716
379 0.605422803422205 4 18 "GO:0001919" "regulation of receptor recycling" 0.858443063867657
915 0.352688539615185 5 10 "GO:0001921" "positive regulation of receptor recycling" 0.724575488141052
2704 0.0215012152073506 3 7 "GO:0001922" "B-1 B cell homeostasis" 0.254220250392792
610 0.6040349790025 2 7 "GO:0001928;GO:0106020" "regulation of vesicle docking" 0.85799852043945
-31 0.757628564957605 2 1064 "GO:0001932" "regulation of protein phosphorylation" 0.919386380976468
67 0.664752186961786 6 416 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.883232458958576
-265 0.750155188238015 2 14 "GO:0001935" "endothelial cell proliferation" 0.9182176506642
-826 0.00293639967837076 6 127 "GO:0001936;GO:0001938" "regulation of endothelial cell proliferation" 0.106705778142829
-312 0.564966150459722 4 33 "GO:0001937" "negative regulation of endothelial cell proliferation" 0.843561902458245
1024 0.0487484502985504 3 36 "GO:0001941" "postsynaptic membrane organization" 0.348388924800307
-451 0.153061344854648 2 98 "GO:0001942;GO:0022405;GO:0042633;GO:0098773" "hair cycle" 0.525779350219927
1280 0.0268805773894347 3 29 "GO:0001945" "lymph vessel development" 0.281589370959029
1576 0.0794735876554533 2 12 "GO:0001946;GO:0036303" "lymph vessel morphogenesis" 0.418309423731486
-516 0.0904928628871312 2 105 "GO:0001952" "regulation of cell-matrix adhesion" 0.440491404542971
58 0.933752262754621 2 20 "GO:0001953" "negative regulation of cell-matrix adhesion" 0.984818339450249
-449 0.252912583009572 3 63 "GO:0001954" "positive regulation of cell-matrix adhesion" 0.643071157185686
-250 0.639871262024664 2 34 "GO:0001956" "positive regulation of neurotransmitter secretion" 0.871872207077602
-525 0.275256915209341 4 42 "GO:0001958;GO:0036075" "endochondral ossification" 0.663767761779745
-260 0.320027098856171 5 144 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.700140918313909
-615 0.139960341618084 3 56 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.509680441281532
-713 0.0464288765062879 3 76 "GO:0001961;GO:0060760" "positive regulation of response to cytokine stimulus" 0.342636823725243
2273 0.0533369929126013 2 7 "GO:0001963" "synaptic transmission, dopaminergic" 0.359355178273785
